M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
27673,X? An Th?i ?ìng,,X?,S?: 1685/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? L? Nh?n, 1 ph?n x? An Th?i ?ìng . B? c?p huy?n",79,ThÖnh ph? H? Ch° Minh
27676,X? Th?nh An,,X?,S?: 1685/NQ-UBTVQH15; NgÖy: 16/06/2025,"Gi? nguyàn, khìng th?c hi?n s?p x?p. B? c?p huy?n",79,ThÖnh ph? H? Ch° Minh
25459,Ph??ng TÉn Ninh,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 3 thÖnh ph??ng TÉn Ninh, h?p nh?t Ph??ng 1, Ph??ng 2, Ph??ng 3 thu?c thÖnh ph? TÉy Ninh, Ph??ng IV, ph??ng Hi?p Ninh, 1 ph?n x? Th†i Bçnh. B? c?p huy?n",80,T?nh TÉy Ninh
25480,Ph??ng Bçnh Minh,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn ph??ng Ninh S?n thÖnh ph??ng Bçnh Minh, h?p nh?t ph??ng Ninh S?n, c†c x? Bçnh Minh, TÉn Bçnh (thÖnh ph? TÉy Ninh), Th?nh TÉn, 1 ph?n x? Su?i ?†, 1 ph?n x? Phan. B? c?p huy?n",80,T?nh TÉy Ninh
25486,X? TÉn Biàn,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n TÉn Biàn thÖnh x? TÉn Biàn, h?p nh?t x? TÉn Bçnh (huy?n TÉn Biàn), x? Th?nh TÉy, th? tr?n TÉn Biàn. B? c?p huy?n",80,T?nh TÉy Ninh
25489,X? TÉn L?p,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn L?p (huy?n TÉn Biàn), x? Th?nh B?c. B? c?p huy?n",80,T?nh TÉy Ninh
25498,X? Th?nh Bçnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Th?nh Bçnh, 1 ph?n x? TÉn Phong. B? c?p huy?n",80,T?nh TÉy Ninh
25510,X? TrÖ Vong,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? Cìng thÖnh x? TrÖ Vong, h?p nh?t 1 ph?n x? M? Cìng, 1 ph?n x? TrÖ Vong. B? c?p huy?n",80,T?nh TÉy Ninh
25516,X? TÉn ChÉu,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n TÉn ChÉu thÖnh x? TÉn ChÉu, h?p nh?t th? tr?n TÉn ChÉu, x? Th?nh ?ìng, 1 ph?n x? TÉn Ph£, 1 ph?n x? Su?i DÉy. B? c?p huy?n",80,T?nh TÉy Ninh
25522,X? TÉn ?ìng,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn ?ìng (huy?n TÉn ChÉu), x? TÉn HÖ. B? c?p huy?n",80,T?nh TÉy Ninh
25525,X? TÉn H?i,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn H?i, x? TÉn Hi?p. B? c?p huy?n",80,T?nh TÉy Ninh
25531,X? TÉn Hïa,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Su?i Ngì thÖnh x? TÉn hïa, h?p nh?t x? TÉn Hïa (huy?n TÉn ChÉu), x? Su?i Ngì. B? c?p huy?n",80,T?nh TÉy Ninh
25534,X? TÉn ThÖnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Su?i DÉy thÖnh x? TÉn ThÖnh, h?p nh?t x? TÉn ThÖnh (huy?n TÉn ChÉu), 1 ph?n x? Su?i DÉy. B? c?p huy?n",80,T?nh TÉy Ninh
25549,X? TÉn Ph£,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn H?ng thÖnh x? TÉn Ph£, h?p nh?t x? TÉn H?ng, 1 ph?n x? M? Cìng, 1 ph?n x? TrÖ Vong, 1 ph?n x? TÉn Phong, 1 ph?n x? TÉn Ph£. B? c?p huy?n",80,T?nh TÉy Ninh
25552,X? D??ng Minh ChÉu,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n D??ng Minh ChÉu thÖnh x? D??ng Minh ChÉu, h?p nh?t c?a th? tr?n D??ng Minh ChÉu, 1 ph?n x? Phan, 1 ph?n x? Su?i ?†, 1 ph?n x? Ph??c Minh. B? c?p huy?n",80,T?nh TÉy Ninh
25567,Ph??ng Ninh Th?nh,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? BÖu N?ng thÖnh ph??ng Ninh Th?nh, h?p nh?t ph??ng Ninh Th?nh, x? BÖu N?ng, 1 ph?n x? ChÖ LÖ. B? c?p huy?n",80,T?nh TÉy Ninh
25573,X? C?u Kh?i,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? C?u Kh?i, x? Ph??c Ninh, 1 ph?n x? ChÖ LÖ. B? c?p huy?n",80,T?nh TÉy Ninh
25579,X? L?c Ninh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? B?n C?i, x? L?c Ninh, 1 ph?n x? Ph??c Minh. B? c?p huy?n",80,T?nh TÉy Ninh
25585,X? ChÉu ThÖnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n ChÉu ThÖnh thÖnh x? ChÉu ThÖnh, h?p nh?t th? tr?n ChÉu ThÖnh, x? ??ng Kh?i, x? An Bçnh, 1 ph?n x? Th†i Bçnh. B? c?p huy?n",80,T?nh TÉy Ninh
25588,X? H?o ???c  ,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? An C?, Tr° Bçnh, H?o ???c. B? c?p huy?n",80,T?nh TÉy Ninh
25591,X? Ph??c Vinh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Hïa Hi?p, x? Ph??c Vinh. B? c?p huy?n",80,T?nh TÉy Ninh
25606,X? Hïa H?i,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hïa Th?nh thÖnh x? Hïa H?i, h?p nh?t c†c x? Biàn Gi?i, Hïa Th?nh, Hïa H?i. B? c?p huy?n",80,T?nh TÉy Ninh
25621,X? Ninh ?i?n,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ThÖnh Long thÖnh x? Ninh ?i?n, h?p nh?t x? ThÖnh Long, x? Ninh ?i?n. B? c?p huy?n",80,T?nh TÉy Ninh
25630,Ph??ng Long Hoa,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Long ThÖnh B?c, ph??ng Long Hoa vÖ c†c x? Tr??ng Hïa, Tr??ng TÉy, Tr??ng ?ìng . B? c?p huy?n",80,T?nh TÉy Ninh
25633,Ph??ng Thanh ?i?n,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hi?p TÉn thÖnh ph??ng Thanh ?i?n, h?p nh?t ph??ng Hi?p TÉn, x? Thanh ?i?n. B? c?p huy?n",80,T?nh TÉy Ninh
25645,Ph??ng Hïa ThÖnh,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Long ThÖnh Trung thÖnh ph??ng Hïa ThÖnh, h?p nh?t ph??ng Long ThÖnh Trung, x? Long ThÖnh Nam. B? c?p huy?n",80,T?nh TÉy Ninh
25654,Ph??ng Gï D?u,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n Gï D?u thÖnh ph??ng Gï D?u, h?p nh?t ph??ng Gia Bçnh, th? tr?n Gï D?u, x? Thanh Ph??c. B? c?p huy?n",80,T?nh TÉy Ninh
25657,X? Th?nh ??c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Th?nh ??c (huy?n Gï D?u), x? C?m Giang. B? c?p huy?n",80,T?nh TÉy Ninh
25663,X? Ph??c Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hi?p Th?nh thÖnh x? Ph??c Th?nh, h?p nh?t c†c x? Hi?p Th?nh, Ph??c Tr?ch vÖ Ph??c Th?nh. B? c?p huy?n",80,T?nh TÉy Ninh
25666,X? Truìng M°t,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? BÖu ??n thÖnh x? Truìng M°t, h?p nh?t x? BÖu ??n, x? Truìng M°t. B? c?p huy?n",80,T?nh TÉy Ninh
25672,Ph??ng Gia L?c,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? Ph??c ?ìng thÖnh ph??ng Gia L?c, h?p nh?t x? Ph??c ?ìng, ph??ng Gia L?c. B? c?p huy?n",80,T?nh TÉy Ninh
25681,X? B?n C?u,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n B?n C?u thÖnh x? B?n C?u, h?p nh?t th? tr?n B?n C?u vÖ c†c x? Tiàn Thu?n, L?i Thu?n, An Th?nh . B? c?p huy?n",80,T?nh TÉy Ninh
25684,X? Long Ch?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Long V?nh, Long Ph??c, Long Ch?. B? c?p huy?n",80,T?nh TÉy Ninh
25702,X? Long Thu?n,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Long Thu?n (huy?n B?n C?u), Long Giang, Long Kh†nh. B? c?p huy?n",80,T?nh TÉy Ninh
25708,Ph??ng Tr?ng BÖng,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng An Hïa, ph??ng Tr?ng BÖng. B? c?p huy?n",80,T?nh TÉy Ninh
25711,X? H?ng Thu?n,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?ìn Thu?n thÖnh x? H?ng Thu?n, h?p nh?t x? H?ng Thu?n, x? ?ìn Thu?n. B? c?p huy?n",80,T?nh TÉy Ninh
25729,X? Ph??c Ch?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph??c Bçnh thÖnh x? Ph??c Ch?, h?p nh?t x? Ph??c Bçnh, x? Ph??c Ch?. B? c?p huy?n",80,T?nh TÉy Ninh
25732,Ph??ng An T?nh,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng L?c H?ng, ph??ng An T?nh. B? c?p huy?n",80,T?nh TÉy Ninh
27694,Ph??ng Long An,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 thÖnh ph??ng Long An, h?p nh?t c?a Ph??ng 1, Ph??ng 3 thu?c thÖnh ph? TÉn An, t?nh Long An (tr??c khi th?c hi?n s?p x?p), Ph??ng 4, Ph??ng 5, Ph??ng 6, x? H??ng Th? Ph£, 1 ph?n x? Bçnh Th?nh. B? c?p huy?n",80,T?nh TÉy Ninh
27712,Ph??ng TÉn An,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? Bçnh TÉm thÖnh ph??ng TÉn An, h?p nh?t Ph??ng 7 thu?c thÖnh ph? TÉn An, t?nh Long An (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? Bçnh TÉm, Nh?n Th?nh Trung, An V?nh Ng?i. B? c?p huy?n",80,T?nh TÉy Ninh
27715,Ph??ng Kh†nh H?u ,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Kh†nh H?u, ph??ng TÉn Kh†nh, x? L?i Bçnh Nh?n. B? c?p huy?n",80,T?nh TÉy Ninh
27721,X? TÉn H?ng,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n TÉn H?ng thÖnh x? TÉn H?ng, h?p nh?t th? tr?n TÉn H?ng, x? V?nh Th?nh, x? V?nh L?i . B? c?p huy?n",80,T?nh TÉy Ninh
27727,X? H?ng ?i?n,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng ?i?n B thÖnh x? H?ng ?i?n, h?p nh?t x? H?ng ?i?n, x? H?ng ?i?n B, x? H?ng HÖ. B? c?p huy?n",80,T?nh TÉy Ninh
27736,X? V?nh Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng Th?nh thÖnh x? V?nh Th?nh, h?p nh?t x? Th?nh H?ng (huy?n TÉn H?ng), x? V?nh ChÉu B, x? H?ng Th?nh. B? c?p huy?n",80,T?nh TÉy Ninh
27748,X? V?nh ChÉu,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?nh ??i thÖnh x? V?nh ChÉu, h?p nh?t x? V?nh ??i, x? V?nh B?u, x? V?nh ChÉu A. B? c?p huy?n",80,T?nh TÉy Ninh
27757,X? V?nh H?ng,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n V?nh H?ng thÖnh x? V?nh H?ng, h?p nh?t th? tr?n V?nh H?ng, 1 ph?n x? V?nh Tr?, 1 ph?n x? Th†i Tr?, 1 ph?n x? Kh†nh H?ng, 1 ph?n x? Th†i Bçnh Trung, 1 ph?n x? V?nh Thu?n, 1 ph?n x? V?nh Bçnh . B? c?p huy?n",80,T?nh TÉy Ninh
27763,X? Kh†nh H?ng,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? H?ng ?i?n A, 1 ph?n x? Th†i Bçnh Trung, 1 ph?n x? Kh†nh H?ng, 1 ph?n x? V?nh Tr?, 1 ph?n x? Th†i Tr? . B? c?p huy?n",80,T?nh TÉy Ninh
27775,X? Tuyàn Bçnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?nh Bçnh thÖnh x? Tuyàn Bçnh, h?p nh?t x? Tuyàn Bçnh, x? Tuyàn Bçnh TÉy, 1 ph?n x? V?nh Bçnh, 1 ph?n x? V?nh Thu?n, 1 ph?n x? Th†i Bçnh Trung. B? c?p huy?n",80,T?nh TÉy Ninh
27787,Ph??ng Ki?n T??ng,,Ph??ng,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng 1 thÖnh ph??ng Ki?n T??ng, h?p nh?t Ph??ng 1, Ph??ng 2, Ph??ng 3 (th? x? Ki?n T??ng). B? c?p huy?n",80,T?nh TÉy Ninh
27793,X? Bçnh Hi?p,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Th?nh Tr?, Bçnh TÉn, Bçnh Hïa TÉy vÖ Bçnh Hi?p. B? c?p huy?n",80,T?nh TÉy Ninh
27811,X? Bçnh Hïa,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Hïa ?ìng thÖnh x? Bçnh Hïa, h?p nh?t c†c x? Bçnh Hïa ?ìng, Bçnh Hïa Trung vÖ Bçnh Th?nh. B? c?p huy?n",80,T?nh TÉy Ninh
27817,X? Tuyàn Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th?nh H?ng thÖnh x? Tuyàn Th?nh, h?p nh?t x? Th?nh H?ng, x? Tuyàn Th?nh, 1 ph?n x? B?c Hïa . B? c?p huy?n",80,T?nh TÉy Ninh
27823,X? M?c H¢a,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn ThÖnh thÖnh x? M?c H¢a, h?p nh?t th? tr?n Bçnh Phong Th?nh, x? TÉn ThÖnh vÖ x? TÉn L?p . B? c?p huy?n",80,T?nh TÉy Ninh
27826,X? TÉn Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n TÉn Th?nh thÖnh x? TÉn Th?nh, h?p nh?t th? tr?n TÉn Th?nh vÖ c†c x? Ki?n Bçnh, TÉn Bçnh, TÉn Hïa. B? c?p huy?n",80,T?nh TÉy Ninh
27838,X? Nh?n Hïa L?p,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn L?p thÖnh x? Nh?n Hïa L?p, h?p nh?t c†c x? Nh?n Hïa, TÉn L?p vÖ Nh?n HoÖ L?p. B? c?p huy?n",80,T?nh TÉy Ninh
27841,X? H?u Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?u Th?nh ?ìng thÖnh x? H?u Th?nh, h?p nh?t x? H?u Th?nh ?ìng, x? H?u Th?nh TÉy, 1 ph?n x? B?c Hïa. B? c?p huy?n",80,T?nh TÉy Ninh
27856,X? Nh?n Ninh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Ninh thÖnh x? Nh?n Ninh, h?p nh?t c†c x? TÉn ThÖnh, TÉn Ninh vÖ Nh?n Ninh. B? c?p huy?n",80,T?nh TÉy Ninh
27865,X? Th?nh H¢a,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n Th?nh H¢a thÖnh x? Th?nh H¢a, h?p nh?t th? tr?n Th?nh Hïa, x? Th?y TÉy, x? Th?nh An. B? c?p huy?n",80,T?nh TÉy Ninh
27868,X? Bçnh ThÖnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Hi?p thÖnh x? Bçnh ThÖnh, h?p nh?t c?a c†c x? TÉn Hi?p, Thu?n Bçnh vÖ Bçnh Hïa H?ng. B? c?p huy?n",80,T?nh TÉy Ninh
27877,X? Th?nh Ph??c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th?nh Ph£ thÖnh x? Th?nh Ph??c, h?p nh?t c†c x? Thu?n Ngh?a Hïa, Th?nh Ph£, Th?nh Ph??c. B? c?p huy?n",80,T?nh TÉy Ninh
27889,X? TÉn TÉy,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn ?ìng (huy?n Th?nh H¢a, x? Th?y ?ìng, x? TÉn TÉy. B? c?p huy?n",80,T?nh TÉy Ninh
27898,X? ?ìng ThÖnh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n ?ìng ThÖnh thÖnh x? ?ìng ThÖnh, h?p nh?t th? tr?n ?ìng ThÖnh vÖ c†c x? M? Th?nh TÉy, M? Th?nh ?ìng, M? Bçnh. B? c?p huy?n",80,T?nh TÉy Ninh
27907,X? M? Qu?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? Qu? TÉy thÖnh x? M? Qu?, h?p nh?t x? M? Th?nh B?c, x? M? Qu? ?ìng, x? M? Qu? TÉy. B? c?p huy?n",80,T?nh TÉy Ninh
27925,X? ??c Hu?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Hïa Nam thÖnh x? ??c Hu?, h?p nh?t x? Bçnh Hïa B?c, x? Bçnh Hïa Nam, x? Bçnh ThÖnh. B? c?p huy?n",80,T?nh TÉy Ninh
27931,X? H?u Ngh?a,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n H?u Ngh?a thÖnh x? H?u Ngh?a, h?p nh?t th? tr?n H?u Ngh?a, x? ??c L?p Th??ng, x? TÉn M?. B? c?p huy?n",80,T?nh TÉy Ninh
27937,X? ??c Hïa,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n ??c Hïa thÖnh x? ??c Hïa, h?p nh?t th? tr?n ??c Hïa, x? H?u Th?nh, x? ??c Hïa H?. B? c?p huy?n",80,T?nh TÉy Ninh
27943,X? An Ninh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? An Ninh ?ìng thÖnh x? An Ninh, h?p nh?t c†c x? L?c Giang, An Ninh ?ìng, An Ninh TÉy. B? c?p huy?n",80,T?nh TÉy Ninh
27952,X? Hi?p Hïa,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn Ph£ (huy?n ??c Hïa), x? Hi?p Hïa, th? tr?n Hi?p Hïa. B? c?p huy?n",80,T?nh TÉy Ninh
27964,X? ??c L?p,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? H?nh B?c thÖnh x? ??c L?p, h?p nh?t x? ??c L?p H?, x? M? H?nh B?c, 1 ph?n x? ??c Hïa Th??ng . B? c?p huy?n",80,T?nh TÉy Ninh
27976,X? M? H?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? H?nh Nam thÖnh x? M? H?nh, h?p nh?t x? ??c HoÖ ?ìng, x? M? H?nh Nam, 1 ph?n x? ??c Hïa Th??ng. B? c?p huy?n",80,T?nh TÉy Ninh
27979,X? Hïa Kh†nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hïa Kh†nh Nam thÖnh x? Hïa Kh†nh, h?p nh?t c†c x? Hïa Kh†nh TÉy, Hïa Kh†nh Nam vÖ Hïa Kh†nh ?ìng. B? c?p huy?n",80,T?nh TÉy Ninh
27991,X? B?n L?c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n B?n L?c thÖnh x? B?n L?c, h?p nh?t x? An Th?nh (huy?n B?n L?c), x? Thanh Ph£, th? tr?n B?n L?c. B? c?p huy?n",80,T?nh TÉy Ninh
27994,X? Th?nh L?i,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Th?nh Hïa, L??ng Bçnh, Th?nh L?i. B? c?p huy?n",80,T?nh TÉy Ninh
28003,X? L??ng Hïa,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn B?u, x? L??ng Hïa. B? c?p huy?n",80,T?nh TÉy Ninh
28015,X? Bçnh ??c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Thanh ??c (huy?n B?n L?c), x? Nh?t Ch†nh, x? bçnh ??c. B? c?p huy?n",80,T?nh TÉy Ninh
28018,X? M? Yàn,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Long Hi?p, Ph??c L?i, M? Yàn. B? c?p huy?n",80,T?nh TÉy Ninh
28036,X? Th? Th?a,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n Th? Th?a thÖnh x? Th? Th?a, h?p nh?t th? tr?n Th? Th?a, 1 ph?n x? Bçnh Th?nh, 1 ph?n x? TÉn ThÖnh (huy?n Th? Th?a), 1 ph?n x? Nh? ThÖnh. B? c?p huy?n",80,T?nh TÉy Ninh
28051,X? M? Th?nh,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Bçnh An, M? L?c, M? Th?nh, 1 ph?n x? TÉn ThÖnh . B? c?p huy?n",80,T?nh TÉy Ninh
28066,X? M? An,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? M? Ph£ thÖnh x? M? An, h?p nh?t x? M? Ph£, x? M? An. B? c?p huy?n",80,T?nh TÉy Ninh
28072,X? TÉn Long,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Long Thu?n (huy?n Th? Th?a), x? Long Th?nh, x? TÉn Long. B? c?p huy?n",80,T?nh TÉy Ninh
28075,X? TÉn Tr?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n TÉn Tr? thÖnh x? TÉn Tr?, h?p nh?t th? tr?n TÉn Tr? vÖ c†c x? Bçnh Trinh ?ìng, Bçnh L?ng, Bçnh T?nh. B? c?p huy?n",80,T?nh TÉy Ninh
28087,X? Nh?t T?o,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? L?c T?n thÖnh x? Nh?t T?o, h?p nh?t c†c x? Quà M? Th?nh, L?c T?n, TÉn Bçnh, 1 ph?n x? Nh? ThÖnh. B? c?p huy?n",80,T?nh TÉy Ninh
28093,X? VÖm C?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Ph??c TÉy thÖnh x? VÖm C?, h?p nh?t c†c x? TÉn Ph??c TÉy, Nh?t Ninh vÖ ??c TÉn. B? c?p huy?n",80,T?nh TÉy Ninh
28108,X? C?n ???c,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh th? tr?n C?n ???c thÖnh x? C?n ???c, h?p nh?t th? tr?n C?n ???c, c†c x? Ph??c Tuy, TÉn ?n, TÉn Ch†nh. B? c?p huy?n",80,T?nh TÉy Ninh
28114,X? R?ch Ki?n,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Khà thÖnh x? R?ch Ki?n, h?p nh?t c†c x? Long Tr?ch, Long Khà, Long Hïa. B? c?p huy?n",80,T?nh TÉy Ninh
28126,X? Long Cang,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Long ??nh, Ph??c VÉn, Long Cang. B? c?p huy?n",80,T?nh TÉy Ninh
28132,X? M? L?,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Tr?ch thÖnh x? M? L?, h?p nh?t c†c x? TÉn Tr?ch, Long S?n, M? L?. B? c?p huy?n",80,T?nh TÉy Ninh
28138,X? TÉn LÉn,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ph??c ?ìng (huy?n C?n ???c), x? TÉn LÉn. B? c?p huy?n",80,T?nh TÉy Ninh
28144,X? Long H?u,,X?,S?: 1682/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long H?u ?ìng thÖnh x? Long H?u, h?p nh?t x? Long H?u ?ìng, x? Long H?u TÉy. B? c?p huy?n",80,T?nh TÉy Ninh
